2,3,21,3,11
6,6,20,20,16
13,17,0,0,10
9,0,11,0,19
3,17,11,0,13
5,21,2,0,23
4,8,4,4,11
10,9,25,6,17
6,6,0,8,14
0,6,0,9,8
6,0,15,0,11
10,18,19,0,13
0,1,18,14,24
